X,Y,Z
-0.347615,-0.43417,2.985
-0.332596,-0.42297,2.908
-0.318459,-0.412498,2.836
-0.0234685,-0.0913429,0.628
-0.022091,-0.091052,0.626
-0.0206885,-0.0906157,0.623
-2.07703,-0.542063,3.781
-2.14085,-0.560844,3.912
-2.16978,-0.570592,3.98
-2.1615,-0.570592,3.98
-2.15322,-0.570592,3.98
-2.14493,-0.570592,3.98
-2.13665,-0.570592,3.98
-2.16634,-0.580771,4.051
-2.1579,-0.580771,4.051
-2.18874,-0.59138,4.125
-2.23588,-0.613745,4.281
-2.22697,-0.613745,4.281
-2.3051,-0.637831,4.449
-2.29584,-0.637831,4.449
-2.15912,-0.602276,4.201
-2.15038,-0.602276,4.201
-2.14164,-0.602276,4.201
-2.13289,-0.602276,4.201
-2.04831,-0.580771,4.051
-1.99532,-0.613745,4.281
-1.98641,-0.613745,4.281
-1.94055,-0.602276,4.201
-1.89686,-0.59138,4.125
-1.92306,-0.602276,4.201
-1.87969,-0.59138,4.125
-1.83754,-0.580771,4.051
-1.82911,-0.580771,4.051
-1.82067,-0.580771,4.051
-1.84535,-0.59138,4.125
-1.83676,-0.59138,4.125
-1.86186,-0.602276,4.201
-1.81959,-0.59138,4.125
-1.84438,-0.602276,4.201
-1.83563,-0.602276,4.201
-1.86168,-0.613745,4.281
-1.85277,-0.613745,4.281
-1.84386,-0.613745,4.281
-1.8701,-0.625501,4.363
-1.86102,-0.625501,4.363
-1.88844,-0.637831,4.449
-1.91678,-0.65059,4.538
-1.90733,-0.65059,4.538
-1.93636,-0.66378,4.63
-1.92673,-0.66378,4.63
-1.95726,-0.677686,4.727
-1.90746,-0.66378,4.63
-1.87855,-0.66378,4.63
-1.72804,-0.613745,4.281
-1.62677,-0.580771,4.051
-1.67826,-0.602276,4.201
-1.63931,-0.59138,4.125
-1.60148,-0.580771,4.051
-1.479,-0.542063,3.781
-1.47113,-0.542063,3.781
-1.46326,-0.542063,3.781
-1.43153,-0.533174,3.719
-1.44752,-0.542063,3.781
-1.43965,-0.542063,3.781
-1.43179,-0.542063,3.781
-1.42392,-0.542063,3.781
-1.41605,-0.542063,3.781
-1.43202,-0.551238,3.845
-1.44883,-0.560844,3.912
-1.44069,-0.560844,3.912
-1.43254,-0.560844,3.912
-1.4244,-0.560844,3.912
-1.61067,-0.637831,4.449
-1.57046,-0.625501,4.363
-1.56138,-0.625501,4.363
-1.5523,-0.625501,4.363
-1.57364,-0.637831,4.449
-1.53414,-0.625501,4.363
-1.52506,-0.625501,4.363
-1.54586,-0.637831,4.449
-1.5366,-0.637831,4.449
-1.52734,-0.637831,4.449
-1.54845,-0.65059,4.538
-1.50882,-0.637831,4.449
-1.47058,-0.625501,4.363
-1.52012,-0.65059,4.538
-1.51067,-0.65059,4.538
-1.50123,-0.65059,4.538
-1.52203,-0.66378,4.63
-1.48234,-0.65059,4.538
-1.4729,-0.65059,4.538
-1.49312,-0.66378,4.63
-1.48348,-0.66378,4.63
-1.47385,-0.66378,4.63
-1.46421,-0.66378,4.63
-1.42567,-0.65059,4.538
-1.41623,-0.65059,4.538
-1.46538,-0.677686,4.727
-1.45554,-0.677686,4.727
-1.4457,-0.677686,4.727
-1.37845,-0.65059,4.538
-1.42603,-0.677686,4.727
-1.44615,-0.692023,4.827
-1.29805,-0.625501,4.363
-1.39651,-0.677686,4.727
-1.38667,-0.677686,4.727
-1.34858,-0.66378,4.63
-1.33895,-0.66378,4.63
-1.35716,-0.677686,4.727
-1.34732,-0.677686,4.727
-1.33749,-0.677686,4.727
-1.32765,-0.677686,4.727
-1.26512,-0.65059,4.538
-1.23105,-0.637831,4.449
-1.24623,-0.65059,4.538
-1.23679,-0.65059,4.538
-1.18001,-0.625501,4.363
-1.17093,-0.625501,4.363
-1.28542,-0.692023,4.827
-1.07034,-0.580771,4.051
-1.06191,-0.580771,4.051
-1.07272,-0.59138,4.125
-1.08374,-0.602276,4.201
-1.00105,-0.560844,3.912
-0.9759,-0.551238,3.845
-0.951787,-0.542063,3.781
-0.943918,-0.542063,3.781
-0.936049,-0.542063,3.781
-0.943892,-0.551238,3.845
-0.93589,-0.551238,3.845
-0.927887,-0.551238,3.845
-0.952183,-0.570592,3.98
-0.978288,-0.59138,4.125
-0.961119,-0.59138,4.125
-1.00749,-0.625501,4.363
-1.03846,-0.65059,4.538
-1.02901,-0.65059,4.538
-1.01957,-0.65059,4.538
-1.01013,-0.65059,4.538
-1.02097,-0.66378,4.63
-1.01133,-0.66378,4.63
-1.02268,-0.677686,4.727
-1.01285,-0.677686,4.727
-1.00301,-0.677686,4.727
-1.01418,-0.692023,4.827
-1.00414,-0.692023,4.827
-0.99409,-0.692023,4.827
-0.984044,-0.692023,4.827
-0.789424,-0.59138,4.125
-0.727837,-0.551238,3.845
-0.6176,-0.478265,3.336
-0.610658,-0.478265,3.336
-0.612763,-0.485434,3.386
-0.596772,-0.478265,3.336
-0.581343,-0.471384,3.288
-0.50424,-0.445578,3.108
-0.497772,-0.445578,3.108
-0.491304,-0.445578,3.108
-0.465648,-0.427944,2.985
-0.465592,-0.433679,3.025
-0.459297,-0.433679,3.025
-0.453001,-0.433679,3.025
-0.43504,-0.422353,2.946
-0.434587,-0.427944,2.985
-0.428374,-0.427944,2.985
-0.422162,-0.427944,2.985
-0.410515,-0.422353,2.946
-0.404384,-0.422353,2.946
-0.398253,-0.422353,2.946
-0.392122,-0.422353,2.946
-0.381012,-0.416905,2.908
-0.37496,-0.416905,2.908
-0.373729,-0.422353,2.946
-0.372464,-0.427944,2.985
-0.352387,-0.411744,2.872
-0.355336,-0.422353,2.946
-0.349205,-0.422353,2.946
-0.347615,-0.427944,2.985
-0.336942,-0.422353,2.946
-0.322502,-0.411744,2.872
-0.3087,-0.401565,2.801
-0.0221615,-0.0900332,0.628
-0.020755,-0.0896031,0.625
-2.0849,-0.534177,3.781
-2.07703,-0.534177,3.781
-2.10419,-0.543219,3.845
-2.16978,-0.562292,3.98
-2.1615,-0.562292,3.98
-2.15322,-0.562292,3.98
-2.14493,-0.562292,3.98
-2.13665,-0.562292,3.98
-2.12837,-0.562292,3.98
-2.12008,-0.562292,3.98
-2.18874,-0.582777,4.125
-2.18015,-0.582777,4.125
-2.17157,-0.582777,4.125
-2.24478,-0.604817,4.281
-2.23588,-0.604817,4.281
-2.22697,-0.604817,4.281
-2.3051,-0.628552,4.449
-2.25146,-0.616402,4.363
-2.12006,-0.582777,4.125
-2.11148,-0.582777,4.125
-2.14164,-0.593515,4.201
-2.09431,-0.582777,4.125
-2.04831,-0.572323,4.051
-2.03987,-0.572323,4.051
-2.04262,-0.616402,4.363
-2.03354,-0.616402,4.363
-2.02446,-0.616402,4.363
-1.9775,-0.604817,4.281
-1.93181,-0.593515,4.201
-1.95968,-0.604817,4.281
-1.95077,-0.604817,4.281
-1.8711,-0.582777,4.125
-1.86252,-0.582777,4.125
-1.85393,-0.582777,4.125
-1.87935,-0.593515,4.201
-1.8706,-0.593515,4.201
-1.89732,-0.604817,4.281
-1.85312,-0.593515,4.201
-1.8795,-0.604817,4.281
-1.87059,-0.604817,4.281
-1.86168,-0.604817,4.281
-1.85277,-0.604817,4.281
-1.8094,-0.593515,4.201
-1.83495,-0.604817,4.281
-1.86102,-0.616402,4.363
-1.92622,-0.641126,4.538
-1.95564,-0.654123,4.63
-1.90733,-0.641126,4.538
-1.93636,-0.654123,4.63
-1.88844,-0.641126,4.538
-1.91709,-0.654123,4.63
-1.86955,-0.641126,4.538
-1.84122,-0.641126,4.538
-1.72804,-0.604817,4.281
-1.62677,-0.572323,4.051
-1.67826,-0.593515,4.201
-1.63931,-0.582777,4.125
-1.60148,-0.572323,4.051
-1.479,-0.534177,3.781
-1.47113,-0.534177,3.781
-1.46326,-0.534177,3.781
-1.43153,-0.525418,3.719
-1.44752,-0.534177,3.781
-1.43965,-0.534177,3.781
-1.43179,-0.534177,3.781
-1.44802,-0.543219,3.845
-1.44002,-0.543219,3.845
-1.43202,-0.543219,3.845
-1.44883,-0.552685,3.912
-1.41601,-0.543219,3.845
-1.40801,-0.543219,3.845
-1.40001,-0.543219,3.845
-1.61067,-0.628552,4.449
-1.57046,-0.616402,4.363
-1.56138,-0.616402,4.363
-1.5523,-0.616402,4.363
-1.60511,-0.641126,4.538
-1.53414,-0.616402,4.363
-1.52506,-0.616402,4.363
-1.51598,-0.616402,4.363
-1.5366,-0.628552,4.449
-1.52734,-0.628552,4.449
-1.51808,-0.628552,4.449
-1.50882,-0.628552,4.449
-1.47058,-0.616402,4.363
-1.52012,-0.641126,4.538
-1.51067,-0.641126,4.538
-1.47179,-0.628552,4.449
-1.52203,-0.654123,4.63
-1.48234,-0.641126,4.538
-1.50276,-0.654123,4.63
-1.49312,-0.654123,4.63
-1.48348,-0.654123,4.63
-1.47385,-0.654123,4.63
-1.46421,-0.654123,4.63
-1.45458,-0.654123,4.63
-1.44494,-0.654123,4.63
-1.46538,-0.667827,4.727
-1.48633,-0.681955,4.827
-1.47628,-0.681955,4.827
-1.37845,-0.641126,4.538
-1.45619,-0.681955,4.827
-1.44615,-0.681955,4.827
-1.29805,-0.616402,4.363
-1.39651,-0.667827,4.727
-1.38667,-0.667827,4.727
-1.37684,-0.667827,4.727
-1.33895,-0.654123,4.63
-1.35716,-0.667827,4.727
-1.34732,-0.667827,4.727
-1.33749,-0.667827,4.727
-1.32765,-0.667827,4.727
-1.26512,-0.641126,4.538
-1.25568,-0.641126,4.538
-1.24623,-0.641126,4.538
-1.26186,-0.654123,4.63
-1.20327,-0.628552,4.449
-1.19401,-0.628552,4.449
-1.31338,-0.69679,4.932
-1.08989,-0.582777,4.125
-1.10123,-0.593515,4.201
-1.09248,-0.593515,4.201
-1.01845,-0.562292,3.98
-0.992905,-0.552685,3.912
-0.967898,-0.543219,3.845
-0.976622,-0.552685,3.912
-0.968481,-0.552685,3.912
-0.943892,-0.543219,3.845
-0.93589,-0.543219,3.845
-0.927887,-0.543219,3.845
-0.969169,-0.572323,4.051
-0.978827,-0.593515,4.201
-1.02735,-0.628552,4.449
-1.05951,-0.654123,4.63
-1.04988,-0.654123,4.63
-1.04024,-0.654123,4.63
-1.0522,-0.667827,4.727
-1.04236,-0.667827,4.727
-1.05436,-0.681955,4.827
-1.04432,-0.681955,4.827
-1.03427,-0.681955,4.827
-1.02423,-0.681955,4.827
-1.03624,-0.69679,4.932
-1.02598,-0.69679,4.932
-1.01571,-0.69679,4.932
-0.984044,-0.681955,4.827
-0.803968,-0.593515,4.201
-0.740519,-0.552685,3.912
-0.629146,-0.485577,3.437
-0.621993,-0.485577,3.437
-0.605717,-0.478372,3.386
-0.58983,-0.471308,3.336
-0.5745,-0.464526,3.288
-0.50424,-0.439096,3.108
-0.497772,-0.439096,3.108
-0.491304,-0.439096,3.108
-0.459564,-0.416209,2.946
-0.465592,-0.42737,3.025
-0.459297,-0.42737,3.025
-0.447011,-0.421719,2.985
-0.43504,-0.416209,2.946
-0.434587,-0.421719,2.985
-0.422778,-0.416209,2.946
-0.416646,-0.416209,2.946
-0.410515,-0.416209,2.946
-0.399168,-0.41084,2.908
-0.393116,-0.41084,2.908
-0.392122,-0.416209,2.946
-0.381012,-0.41084,2.908
-0.37496,-0.41084,2.908
-0.368908,-0.41084,2.908
-0.372464,-0.421719,2.985
-0.352387,-0.405754,2.872
-0.350752,-0.41084,2.908
-0.349205,-0.416209,2.946
-0.347615,-0.421719,2.985
-0.336942,-0.416209,2.946
-0.326544,-0.41084,2.908
-0.312557,-0.400668,2.836
-0.306655,-0.400668,2.836
-0.308388,-0.41084,2.908
-0.310342,-0.421719,2.985
-0.296284,-0.41084,2.908
-0.30191,-0.42737,3.025
-0.291705,-0.421719,2.985
-0.0222321,-0.089006,0.63
-0.0207882,-0.0884409,0.626
-2.13211,-0.526292,3.781
-2.08941,-0.517662,3.719
-2.04809,-0.50931,3.659
-2.07393,-0.517662,3.719
-2.03286,-0.50931,3.659
-2.05845,-0.517662,3.719
-2.0849,-0.526292,3.781
-2.07703,-0.526292,3.781
-2.10419,-0.5352,3.845
-2.13271,-0.544526,3.912
-2.12457,-0.544526,3.912
-2.11643,-0.544526,3.912
-2.14493,-0.553991,3.98
-2.13665,-0.553991,3.98
-2.12837,-0.553991,3.98
-2.12008,-0.553991,3.98
-2.14947,-0.563874,4.051
-2.18015,-0.574174,4.125
-2.17157,-0.574174,4.125
-2.20284,-0.584753,4.201
-2.19409,-0.584753,4.201
-2.22697,-0.595888,4.281
-2.35121,-0.631661,4.538
-2.29584,-0.619273,4.449
-2.12006,-0.574174,4.125
-2.11148,-0.574174,4.125
-2.14164,-0.584753,4.201
-2.09431,-0.574174,4.125
-2.04831,-0.563874,4.051
-2.03987,-0.563874,4.051
-2.03144,-0.563874,4.051
-1.98756,-0.553991,3.98
-1.97927,-0.553991,3.98
-2.04262,-0.607302,4.363
-2.07362,-0.619273,4.449
-2.06436,-0.619273,4.449
-2.05511,-0.619273,4.449
-2.0063,-0.607302,4.363
-2.07733,-0.631661,4.538
-1.98814,-0.607302,4.363
-1.90558,-0.584753,4.201
-1.89683,-0.584753,4.201
-1.88809,-0.584753,4.201
-1.91514,-0.595888,4.281
-1.90623,-0.595888,4.281
-1.93366,-0.607302,4.363
-1.88841,-0.595888,4.281
-1.9155,-0.607302,4.363
-1.87059,-0.595888,4.281
-1.86168,-0.595888,4.281
-1.85277,-0.595888,4.281
-1.8094,-0.584753,4.201
-1.83495,-0.595888,4.281
-1.86102,-0.607302,4.363
-1.88844,-0.619273,4.449
-1.87918,-0.619273,4.449
-1.86992,-0.619273,4.449
-1.86067,-0.619273,4.449
-1.81562,-0.607302,4.363
-1.80654,-0.607302,4.363
-1.76368,-0.595888,4.281
-1.82363,-0.619273,4.449
-1.7793,-0.607302,4.363
-1.73695,-0.595888,4.281
-1.69575,-0.584753,4.201
-1.62677,-0.563874,4.051
-1.6479,-0.574174,4.125
-1.63931,-0.574174,4.125
-1.60148,-0.563874,4.051
-1.45475,-0.517662,3.719
-1.47113,-0.526292,3.781
-1.43927,-0.517662,3.719
-1.43153,-0.517662,3.719
-1.44752,-0.526292,3.781
-1.43965,-0.526292,3.781
-1.45602,-0.5352,3.845
-1.44802,-0.5352,3.845
-1.44002,-0.5352,3.845
-1.43202,-0.5352,3.845
-1.44883,-0.544526,3.912
-1.41601,-0.5352,3.845
-1.40801,-0.5352,3.845
-1.40001,-0.5352,3.845
-1.61067,-0.619273,4.449
-1.57046,-0.607302,4.363
-1.56138,-0.607302,4.363
-1.5523,-0.607302,4.363
-1.60511,-0.631661,4.538
-1.53414,-0.607302,4.363
-1.52506,-0.607302,4.363
-1.51598,-0.607302,4.363
-1.5069,-0.607302,4.363
-1.49782,-0.607302,4.363
-1.48874,-0.607302,4.363
-1.45185,-0.595888,4.281
-1.44294,-0.595888,4.281
-1.4903,-0.619273,4.449
-1.48104,-0.619273,4.449
-1.44334,-0.607302,4.363
-1.49178,-0.631661,4.538
-1.48234,-0.631661,4.538
-1.4729,-0.631661,4.538
-1.49312,-0.644467,4.63
-1.45401,-0.631661,4.538
-1.44456,-0.631661,4.538
-1.43512,-0.631661,4.538
-1.42567,-0.631661,4.538
-1.41623,-0.631661,4.538
-1.46538,-0.657969,4.727
-1.45554,-0.657969,4.727
-1.47628,-0.671888,4.827
-1.37845,-0.631661,4.538
-1.45619,-0.671888,4.827
-1.44615,-0.671888,4.827
-1.29805,-0.607302,4.363
-1.39651,-0.657969,4.727
-1.38667,-0.657969,4.727
-1.37684,-0.657969,4.727
-1.33895,-0.644467,4.63
-1.35716,-0.657969,4.727
-1.34732,-0.657969,4.727
-1.33749,-0.657969,4.727
-1.32765,-0.657969,4.727
-1.29077,-0.644467,4.63
-1.28113,-0.644467,4.63
-1.2715,-0.644467,4.63
-1.26186,-0.644467,4.63
-1.22734,-0.631661,4.538
-1.19401,-0.619273,4.449
-1.13111,-0.595888,4.281
-1.1222,-0.595888,4.281
-1.13461,-0.607302,4.363
-1.02818,-0.563874,4.051
-1.01975,-0.563874,4.051
-0.993598,-0.553991,3.98
-0.951894,-0.5352,3.845
-0.943892,-0.5352,3.845
-0.93589,-0.5352,3.845
-0.927887,-0.5352,3.845
-0.986873,-0.574174,4.125
-0.978827,-0.584753,4.201
-1.0479,-0.631661,4.538
-1.08171,-0.657969,4.727
-1.07187,-0.657969,4.727
-1.06203,-0.657969,4.727
-1.07446,-0.671888,4.827
-1.06441,-0.671888,4.827
-1.05436,-0.671888,4.827
-1.06703,-0.686504,4.932
-1.05677,-0.686504,4.932
-1.04651,-0.686504,4.932
-1.01571,-0.686504,4.932
-1.00545,-0.686504,4.932
-0.819278,-0.595888,4.281
-0.50424,-0.432614,3.108
-0.504659,-0.438599,3.151
-0.491304,-0.432614,3.108
-0.459564,-0.410065,2.946
-0.465592,-0.421061,3.025
-0.459297,-0.421061,3.025
-0.447011,-0.415493,2.985
-0.429428,-0.404775,2.908
-0.428909,-0.410065,2.946
-0.422778,-0.410065,2.946
-0.416646,-0.410065,2.946
-0.410515,-0.410065,2.946
-0.399168,-0.404775,2.908
-0.393116,-0.404775,2.908
-0.392122,-0.410065,2.946
-0.376295,-0.399764,2.872
-0.370318,-0.399764,2.872
-0.368908,-0.404775,2.908
-0.372464,-0.415493,2.985
-0.352387,-0.399764,2.872
-0.355336,-0.410065,2.946
-0.349205,-0.410065,2.946
-0.347615,-0.415493,2.985
-0.336942,-0.410065,2.946
-0.326544,-0.404775,2.908
-0.316525,-0.399764,2.872
-0.310548,-0.399764,2.872
-0.312418,-0.410065,2.946
-0.310342,-0.415493,2.985
-0.300156,-0.410065,2.946
-0.30191,-0.421061,3.025
-0.291705,-0.415493,2.985
-0.0208546,-0.0874137,0.628
-2.21412,-0.536367,3.912
-2.20598,-0.536367,3.912
-2.1602,-0.527181,3.845
-2.1522,-0.527181,3.845
-2.18156,-0.536367,3.912
-2.13619,-0.527181,3.845
-2.12819,-0.527181,3.845
-2.15713,-0.536367,3.912
-2.14899,-0.536367,3.912
-2.14085,-0.536367,3.912
-2.1615,-0.54569,3.98
-2.11643,-0.536367,3.912
-2.14493,-0.54569,3.98
-2.13665,-0.54569,3.98
-2.12837,-0.54569,3.98
-2.12008,-0.54569,3.98
-2.14947,-0.555425,4.051
-2.18015,-0.565571,4.125
-2.13261,-0.555425,4.051
-2.20284,-0.575991,4.201
-2.19409,-0.575991,4.201
-2.22697,-0.58696,4.281
-2.39888,-0.634811,4.63
-2.34177,-0.622197,4.538
-2.12006,-0.565571,4.125
-2.15038,-0.575991,4.201
-2.18242,-0.58696,4.281
-2.13289,-0.575991,4.201
-2.12415,-0.575991,4.201
-2.11541,-0.575991,4.201
-2.06855,-0.565571,4.125
-2.02301,-0.555425,4.051
-2.01458,-0.555425,4.051
-1.97099,-0.54569,3.98
-1.99772,-0.555425,4.051
-2.02563,-0.565571,4.125
-2.01704,-0.565571,4.125
-2.00846,-0.565571,4.125
-2.07551,-0.58696,4.281
-2.0666,-0.58696,4.281
-2.05769,-0.58696,4.281
-2.01049,-0.575991,4.201
-2.00175,-0.575991,4.201
-1.99301,-0.575991,4.201
-1.98426,-0.575991,4.201
-1.97552,-0.575991,4.201
-2.04262,-0.598203,4.363
-2.07362,-0.609994,4.449
-2.06436,-0.609994,4.449
-2.01538,-0.598203,4.363
-2.0063,-0.598203,4.363
-2.03659,-0.609994,4.449
-1.98814,-0.598203,4.363
-1.90558,-0.575991,4.201
-1.89683,-0.575991,4.201
-1.88809,-0.575991,4.201
-1.91514,-0.58696,4.281
-1.8706,-0.575991,4.201
-1.93366,-0.598203,4.363
-1.88841,-0.58696,4.281
-1.9155,-0.598203,4.363
-1.90642,-0.598203,4.363
-1.89734,-0.598203,4.363
-1.85277,-0.58696,4.281
-1.84386,-0.58696,4.281
-1.83495,-0.58696,4.281
-1.86102,-0.598203,4.363
-1.88844,-0.609994,4.449
-1.87918,-0.609994,4.449
-1.86992,-0.609994,4.449
-1.86067,-0.609994,4.449
-1.81562,-0.598203,4.363
-1.84215,-0.609994,4.449
-1.79746,-0.598203,4.363
-1.86011,-0.622197,4.538
-1.81437,-0.609994,4.449
-1.77022,-0.598203,4.363
-1.72804,-0.58696,4.281
-1.65648,-0.565571,4.125
-1.67826,-0.575991,4.201
-1.63931,-0.565571,4.125
-1.60148,-0.555425,4.051
-1.479,-0.518406,3.781
-1.47113,-0.518406,3.781
-1.43927,-0.509905,3.719
-1.43153,-0.509905,3.719
-1.44752,-0.518406,3.781
-1.43965,-0.518406,3.781
-1.43179,-0.518406,3.781
-1.44802,-0.527181,3.845
-1.44002,-0.527181,3.845
-1.43202,-0.527181,3.845
-1.44883,-0.536367,3.912
-1.41601,-0.527181,3.845
-1.40801,-0.527181,3.845
-1.40001,-0.527181,3.845
-1.61067,-0.609994,4.449
-1.57046,-0.598203,4.363
-1.59215,-0.609994,4.449
-1.58289,-0.609994,4.449
-1.67197,-0.64811,4.727
-1.56438,-0.609994,4.449
-1.58623,-0.622197,4.538
-1.54586,-0.609994,4.449
-1.5366,-0.609994,4.449
-1.55789,-0.622197,4.538
-1.51808,-0.609994,4.449
-1.47966,-0.598203,4.363
-1.44294,-0.58696,4.281
-1.4903,-0.609994,4.449
-1.45242,-0.598203,4.363
-1.44334,-0.598203,4.363
-1.46253,-0.609994,4.449
-1.48234,-0.622197,4.538
-1.4729,-0.622197,4.538
-1.46345,-0.622197,4.538
-1.45401,-0.622197,4.538
-1.44456,-0.622197,4.538
-1.43512,-0.622197,4.538
-1.42567,-0.622197,4.538
-1.41623,-0.622197,4.538
-1.43531,-0.634811,4.63
-1.45554,-0.64811,4.727
-1.4457,-0.64811,4.727
-1.4064,-0.634811,4.63
-1.45619,-0.661821,4.827
-1.44615,-0.661821,4.827
-1.29805,-0.598203,4.363
-1.39651,-0.64811,4.727
-1.38667,-0.64811,4.727
-1.37684,-0.64811,4.727
-1.33895,-0.634811,4.63
-1.35716,-0.64811,4.727
-1.34732,-0.64811,4.727
-1.33749,-0.64811,4.727
-1.35574,-0.661821,4.827
-1.31781,-0.64811,4.727
-1.30797,-0.64811,4.727
-1.29814,-0.64811,4.727
-1.2883,-0.64811,4.727
-1.22734,-0.622197,4.538
-1.2179,-0.622197,4.538
-1.13111,-0.58696,4.281
-1.14369,-0.598203,4.363
-1.13461,-0.598203,4.363
-1.03662,-0.555425,4.051
-1.02818,-0.555425,4.051
-1.01975,-0.555425,4.051
-0.993598,-0.54569,3.98
-0.951894,-0.527181,3.845
-0.943892,-0.527181,3.845
-0.93589,-0.527181,3.845
-0.927887,-0.527181,3.845
-0.986873,-0.565571,4.125
-0.997467,-0.58696,4.281
-1.06915,-0.634811,4.63
-1.10459,-0.661821,4.827
-1.09455,-0.661821,4.827
-1.0845,-0.661821,4.827
-1.09783,-0.676217,4.932
-1.08756,-0.676217,4.932
-1.0773,-0.676217,4.932
-1.06703,-0.676217,4.932
-1.05677,-0.676217,4.932
-0.834971,-0.598203,4.363
-0.511216,-0.432028,3.151
-0.504659,-0.432028,3.151
-0.498101,-0.432028,3.151
-0.459564,-0.403921,2.946
-0.465592,-0.414752,3.025
-0.459297,-0.414752,3.025
-0.447011,-0.409268,2.985
-0.429428,-0.39871,2.908
-0.428909,-0.403921,2.946
-0.422778,-0.403921,2.946
-0.416646,-0.403921,2.946
-0.40522,-0.39871,2.908
-0.399168,-0.39871,2.908
-0.393116,-0.39871,2.908
-0.392122,-0.403921,2.946
-0.376295,-0.393775,2.872
-0.370318,-0.393775,2.872
-0.368908,-0.39871,2.908
-0.372464,-0.409268,2.985
-0.356804,-0.39871,2.908
-0.350752,-0.39871,2.908
-0.349205,-0.403921,2.946
-0.347615,-0.409268,2.985
-0.336942,-0.403921,2.946
-0.326544,-0.39871,2.908
-0.320492,-0.39871,2.908
-0.31444,-0.39871,2.908
-0.316554,-0.409268,2.985
-0.3145,-0.414752,3.025
-0.30413,-0.409268,2.985
-0.30191,-0.414752,3.025
-0.295614,-0.414752,3.025
-2.19221,-0.519162,3.845
-2.26089,-0.53739,3.98
-2.25261,-0.53739,3.98
-2.24433,-0.53739,3.98
-2.19784,-0.528208,3.912
-2.1897,-0.528208,3.912
-2.21948,-0.53739,3.98
-2.17342,-0.528208,3.912
-2.16528,-0.528208,3.912
-2.15713,-0.528208,3.912
-2.14899,-0.528208,3.912
-2.14085,-0.528208,3.912
-2.16978,-0.53739,3.98
-2.1615,-0.53739,3.98
-2.11643,-0.528208,3.912
-2.10829,-0.528208,3.912
-2.10014,-0.528208,3.912
-2.092,-0.528208,3.912
-2.08386,-0.528208,3.912
-2.1118,-0.53739,3.98
-2.10352,-0.53739,3.98
-2.09524,-0.53739,3.98
-2.12418,-0.546976,4.051
-2.1544,-0.556968,4.125
-2.18535,-0.56723,4.201
-2.26054,-0.589103,4.363
-2.29584,-0.600715,4.449
-2.12006,-0.556968,4.125
-2.15038,-0.56723,4.201
-2.22422,-0.589103,4.363
-2.17351,-0.578032,4.281
-2.1646,-0.578032,4.281
-2.15569,-0.578032,4.281
-2.10666,-0.56723,4.201
-2.02301,-0.546976,4.051
-2.01458,-0.546976,4.051
-2.00615,-0.546976,4.051
-1.99772,-0.546976,4.051
-2.02563,-0.556968,4.125
-2.01704,-0.556968,4.125
-2.00846,-0.556968,4.125
-2.07551,-0.578032,4.281
-2.10618,-0.589103,4.363
-2.05769,-0.578032,4.281
-2.04878,-0.578032,4.281
-2.03987,-0.578032,4.281
-2.03096,-0.578032,4.281
-2.02205,-0.578032,4.281
-2.01314,-0.578032,4.281
-2.08288,-0.600715,4.449
-2.07362,-0.600715,4.449
-2.06436,-0.600715,4.449
-2.05511,-0.600715,4.449
-2.0063,-0.589103,4.363
-2.07733,-0.612732,4.538
-2.02733,-0.600715,4.449
-1.94186,-0.578032,4.281
-1.89683,-0.56723,4.201
-1.88809,-0.56723,4.201
-1.87935,-0.56723,4.201
-1.8706,-0.56723,4.201
-1.93366,-0.589103,4.363
-1.88841,-0.578032,4.281
-1.9155,-0.589103,4.363
-1.90642,-0.589103,4.363
-1.89734,-0.589103,4.363
-1.85277,-0.578032,4.281
-1.84386,-0.578032,4.281
-1.83495,-0.578032,4.281
-1.86102,-0.589103,4.363
-1.88844,-0.600715,4.449
-1.87918,-0.600715,4.449
-1.90733,-0.612732,4.538
-1.89789,-0.612732,4.538
-1.85141,-0.600715,4.449
-1.879,-0.612732,4.538
-1.83289,-0.600715,4.449
-1.89782,-0.625154,4.63
-1.81437,-0.600715,4.449
-1.80511,-0.600715,4.449
-1.72804,-0.578032,4.281
-1.65648,-0.556968,4.125
-1.67826,-0.56723,4.201
-1.66952,-0.56723,4.201
-1.60148,-0.546976,4.051
-1.479,-0.51052,3.781
-1.47113,-0.51052,3.781
-1.43927,-0.502149,3.719
-1.45539,-0.51052,3.781
-1.44752,-0.51052,3.781
-1.43965,-0.51052,3.781
-1.45602,-0.519162,3.845
-1.44802,-0.519162,3.845
-1.44002,-0.519162,3.845
-1.43202,-0.519162,3.845
-1.44883,-0.528208,3.912
-1.44069,-0.528208,3.912
-1.43254,-0.528208,3.912
-1.4244,-0.528208,3.912
-1.64289,-0.612732,4.538
-1.60141,-0.600715,4.449
-1.59215,-0.600715,4.449
-1.61456,-0.612732,4.538
-1.67197,-0.638252,4.727
-1.59567,-0.612732,4.538
-1.61838,-0.625154,4.63
-1.57678,-0.612732,4.538
-1.56734,-0.612732,4.538
-1.55789,-0.612732,4.538
-1.54845,-0.612732,4.538
-1.47966,-0.589103,4.363
-1.47058,-0.589103,4.363
-1.4903,-0.600715,4.449
-1.45242,-0.589103,4.363
-1.47179,-0.600715,4.449
-1.46253,-0.600715,4.449
-1.48234,-0.612732,4.538
-1.4729,-0.612732,4.538
-1.43475,-0.600715,4.449
-1.45401,-0.612732,4.538
