X,Y,Z
-0.5266,-0.67025,3.288
-0.519757,-0.67025,3.288
-0.505583,-0.660669,3.241
-0.491758,-0.651292,3.195
-0.485108,-0.651292,3.195
-0.47187,-0.642323,3.151
-0.465312,-0.642323,3.151
-0.452494,-0.633557,3.108
-0.093629,-0.163893,0.804
-0.0919558,-0.163893,0.804
-0.0896088,-0.16267,0.798
-0.0882787,-0.163282,0.801
-0.0862873,-0.16267,0.798
-0.0837781,-0.161039,0.79
-0.0816142,-0.16002,0.785
-0.0793692,-0.158797,0.779
-0.0777479,-0.158797,0.779
-0.0759313,-0.158389,0.777
-0.0469947,-0.135558,0.665
-0.0453363,-0.134743,0.661
-0.0436947,-0.133928,0.657
-0.0420052,-0.132908,0.652
-0.0403989,-0.132093,0.648
-0.0386888,-0.13087,0.642
-0.0371781,-0.130258,0.639
-0.0357361,-0.129851,0.637
-0.0344104,-0.129851,0.637
-0.0328769,-0.129035,0.633
-0.03141,-0.128424,0.63
-0.0300033,-0.128016,0.628
-0.0286964,-0.128016,0.628
-0.0273022,-0.127608,0.626
-0.0259578,-0.127405,0.625
-0.0245782,-0.126997,0.623
-0.0232069,-0.126589,0.621
-0.0218439,-0.126181,0.619
-0.0205557,-0.126181,0.619
-0.965256,-0.341582,1.693
-0.969117,-0.344205,1.706
-0.98764,-0.352074,1.745
-0.999234,-0.357522,1.772
-1.00341,-0.360346,1.786
-0.999695,-0.360346,1.786
-0.995978,-0.360346,1.786
-0.992261,-0.360346,1.786
-1.0046,-0.366197,1.815
-1.00854,-0.369022,1.829
-1.00473,-0.369022,1.829
-1.45506,-0.538502,2.669
-1.44951,-0.538502,2.669
-1.41095,-0.526194,2.608
-1.4384,-0.538502,2.669
-1.4162,-0.532247,2.638
-1.39467,-0.526194,2.608
-1.40522,-0.532247,2.638
-1.39973,-0.532247,2.638
-1.37839,-0.526194,2.608
-1.35716,-0.520142,2.578
-1.3518,-0.520142,2.578
-1.34643,-0.520142,2.578
-1.34107,-0.520142,2.578
-1.32068,-0.51429,2.549
-1.27254,-0.497544,2.466
-0.340383,-0.161006,0.798
-0.338723,-0.161006,0.798
-0.337062,-0.161006,0.798
-0.337923,-0.162216,0.804
-0.33625,-0.162216,0.804
-0.333328,-0.161611,0.801
-0.330419,-0.161006,0.798
-0.328758,-0.161006,0.798
-0.327097,-0.161006,0.798
-0.32666,-0.161611,0.801
-0.32621,-0.162216,0.804
-0.324537,-0.162216,0.804
-0.322864,-0.162216,0.804
-1.52804,-0.775774,3.845
-1.52004,-0.775774,3.845
-1.51204,-0.775774,3.845
-1.58461,-0.817336,4.051
-1.57618,-0.817336,4.051
-1.56775,-0.817336,4.051
-1.55932,-0.817336,4.051
-1.57922,-0.832267,4.125
-1.59957,-0.847601,4.201
-1.59083,-0.847601,4.201
-1.61222,-0.863742,4.281
-1.63402,-0.880286,4.363
-1.62494,-0.880286,4.363
-1.68067,-0.915594,4.538
-1.63845,-0.897638,4.449
-1.62919,-0.897638,4.449
-1.61993,-0.897638,4.449
-1.71132,-0.953727,4.727
-1.57046,-0.880286,4.363
-1.56138,-0.880286,4.363
-1.58289,-0.897638,4.449
-1.49639,-0.863742,4.281
-1.54586,-0.897638,4.449
-1.5366,-0.897638,4.449
-1.52734,-0.897638,4.449
-1.57984,-0.934156,4.63
-1.63702,-0.973903,4.827
-1.59326,-0.953727,4.727
-1.58343,-0.953727,4.727
-1.57359,-0.953727,4.727
-1.53166,-0.934156,4.63
-1.49178,-0.915594,4.538
-1.51239,-0.934156,4.63
-1.53424,-0.953727,4.727
-1.46345,-0.915594,4.538
-1.51456,-0.953727,4.727
-1.56998,-0.995088,4.932
-1.52651,-0.973903,4.827
-1.39771,-0.897638,4.449
-1.47521,-0.953727,4.727
-1.49638,-0.973903,4.827
-1.45554,-0.953727,4.727
-1.36068,-0.897638,4.449
-1.43586,-0.953727,4.727
-1.39676,-0.934156,4.63
-1.38713,-0.934156,4.63
-1.35012,-0.915594,4.538
-1.36786,-0.934156,4.63
-1.35822,-0.934156,4.63
-1.34858,-0.934156,4.63
-1.2866,-0.897638,4.449
-1.25265,-0.880286,4.363
-1.24357,-0.880286,4.363
-1.25883,-0.897638,4.449
-1.17991,-0.847601,4.201
-1.14998,-0.832267,4.125
-1.1414,-0.832267,4.125
-1.15369,-0.847601,4.201
-1.06618,-0.789292,3.912
-1.03992,-0.775774,3.845
-1.03191,-0.775774,3.845
-1.02391,-0.775774,3.845
-0.999,-0.762861,3.781
-0.959151,-0.738246,3.659
-0.967139,-0.750352,3.719
-0.959399,-0.750352,3.719
-0.951659,-0.750352,3.719
-0.91397,-0.726544,3.601
-0.921076,-0.738246,3.659
-0.92844,-0.750352,3.719
-0.905846,-0.738246,3.659
-0.898231,-0.738246,3.659
-0.905221,-0.750352,3.719
-0.897481,-0.750352,3.719
-0.889741,-0.750352,3.719
-0.882001,-0.750352,3.719
-0.874261,-0.750352,3.719
-0.866522,-0.750352,3.719
-0.858782,-0.750352,3.719
-0.837312,-0.738246,3.659
-0.829697,-0.738246,3.659
-0.822082,-0.738246,3.659
-0.827823,-0.750352,3.719
-0.794062,-0.726544,3.601
-0.786568,-0.726544,3.601
-0.779074,-0.726544,3.601
-0.784007,-0.738246,3.659
-0.764085,-0.726544,3.601
-0.756591,-0.726544,3.601
-0.749097,-0.726544,3.601
-0.741603,-0.726544,3.601
-0.745933,-0.738246,3.659
-0.738318,-0.738246,3.659
-0.730703,-0.738246,3.659
-0.734945,-0.750352,3.719
-0.727205,-0.750352,3.719
-0.719465,-0.750352,3.719
-0.723591,-0.762861,3.781
-0.715722,-0.762861,3.781
-0.707853,-0.762861,3.781
-0.699984,-0.762861,3.781
-0.680766,-0.750352,3.719
-0.673026,-0.750352,3.719
-0.665287,-0.750352,3.719
-0.646938,-0.738246,3.659
-0.629189,-0.726544,3.601
-0.612027,-0.715245,3.545
-0.604649,-0.715245,3.545
-0.579075,-0.693455,3.437
-0.563436,-0.683165,3.386
-0.540286,-0.663392,3.288
-0.533443,-0.663392,3.288
-0.5266,-0.663392,3.288
-0.512328,-0.65391,3.241
-0.505583,-0.65391,3.241
-0.491758,-0.644628,3.195
-0.478428,-0.635751,3.151
-0.47187,-0.635751,3.151
-0.458962,-0.627075,3.108
-0.446379,-0.618601,3.066
-0.0932797,-0.161611,0.801
-0.0916127,-0.161611,0.801
-0.0896088,-0.161006,0.798
-0.087948,-0.161006,0.798
-0.0862873,-0.161006,0.798
-0.0840963,-0.159997,0.793
-0.0818221,-0.158786,0.787
-0.0796748,-0.157778,0.782
-0.0777479,-0.157172,0.779
-0.0759313,-0.156769,0.777
-0.0469947,-0.134172,0.665
-0.0453363,-0.133364,0.661
-0.0438277,-0.132961,0.659
-0.0420697,-0.13175,0.653
-0.0405236,-0.131145,0.65
-0.0388093,-0.129935,0.644
-0.0372363,-0.129127,0.64
-0.0358483,-0.128926,0.639
-0.0345184,-0.128926,0.639
-0.0328769,-0.127715,0.633
-0.0315097,-0.127513,0.632
-0.0300989,-0.12711,0.63
-0.0286964,-0.126706,0.628
-0.0273022,-0.126303,0.626
-0.0259578,-0.126101,0.625
-0.0245782,-0.125698,0.623
-0.0232069,-0.125294,0.621
-0.0218439,-0.12489,0.619
-0.0205225,-0.124689,0.618
-0.957844,-0.335456,1.68
-0.961732,-0.338052,1.693
-0.980282,-0.345839,1.732
-0.999234,-0.353826,1.772
-1.00341,-0.356621,1.786
-0.999695,-0.356621,1.786
-0.995978,-0.356621,1.786
-1.00004,-0.359417,1.8
-1.01234,-0.365207,1.829
-1.01681,-0.368203,1.844
-1.02121,-0.371198,1.859
-1.42181,-0.520755,2.608
-1.41638,-0.520755,2.608
-1.39472,-0.514765,2.578
-1.4384,-0.532935,2.669
-1.4162,-0.526745,2.638
-1.39467,-0.520755,2.608
-1.40522,-0.526745,2.638
-1.41618,-0.532935,2.669
-1.37839,-0.520755,2.608
-1.35716,-0.514765,2.578
-1.3518,-0.514765,2.578
-1.34643,-0.514765,2.578
-1.34107,-0.514765,2.578
-1.32068,-0.508974,2.549
-1.27254,-0.492401,2.466
-0.342044,-0.159341,0.798
-0.340383,-0.159341,0.798
-0.337874,-0.158942,0.796
-0.337062,-0.159341,0.798
-0.336662,-0.159941,0.801
-0.334995,-0.159941,0.801
-0.333328,-0.159941,0.801
-0.330419,-0.159341,0.798
-0.328758,-0.159341,0.798
-0.327097,-0.159341,0.798
-0.325437,-0.159341,0.798
-0.324993,-0.159941,0.801
-0.324537,-0.16054,0.804
-0.322864,-0.16054,0.804
-1.55467,-0.781133,3.912
-1.54652,-0.781133,3.912
-1.53838,-0.781133,3.912
-1.61356,-0.823664,4.125
-1.60498,-0.823664,4.125
-1.59639,-0.823664,4.125
-1.58781,-0.823664,4.125
-1.60832,-0.838839,4.201
-1.63004,-0.854813,4.281
-1.62113,-0.854813,4.281
-1.6431,-0.871187,4.363
-1.63402,-0.871187,4.363
-1.65697,-0.888359,4.449
-1.71474,-0.9245,4.63
-1.63845,-0.888359,4.449
-1.62919,-0.888359,4.449
-1.61993,-0.888359,4.449
-1.74752,-0.963836,4.827
-1.57046,-0.871187,4.363
-1.59215,-0.888359,4.449
-1.58289,-0.888359,4.449
-1.49639,-0.854813,4.281
-1.54586,-0.888359,4.449
-1.5069,-0.871187,4.363
-1.55789,-0.90613,4.538
-1.57984,-0.9245,4.63
-1.63702,-0.963836,4.827
-1.59326,-0.943869,4.727
-1.58343,-0.943869,4.727
-1.57359,-0.943869,4.727
-1.53166,-0.9245,4.63
-1.52203,-0.9245,4.63
-1.51239,-0.9245,4.63
-1.53424,-0.943869,4.727
-1.49312,-0.9245,4.63
-1.5466,-0.963836,4.827
-1.56998,-0.984802,4.932
-1.55972,-0.984802,4.932
-1.39771,-0.888359,4.449
-1.50642,-0.963836,4.827
-1.49638,-0.963836,4.827
-1.45554,-0.943869,4.727
-1.36068,-0.888359,4.449
-1.43586,-0.943869,4.727
-1.39676,-0.9245,4.63
-1.38713,-0.9245,4.63
-1.35012,-0.90613,4.538
-1.36786,-0.9245,4.63
-1.33123,-0.90613,4.538
-1.32179,-0.90613,4.538
-1.2866,-0.888359,4.449
-1.25265,-0.871187,4.363
-1.24357,-0.871187,4.363
-1.25883,-0.888359,4.449
-1.15857,-0.823664,4.125
-1.14998,-0.823664,4.125
-1.1414,-0.823664,4.125
-1.13281,-0.823664,4.125
-1.06618,-0.781133,3.912
-1.03992,-0.767754,3.845
-1.03191,-0.767754,3.845
-1.02391,-0.767754,3.845
-0.999,-0.754975,3.781
-0.974879,-0.742595,3.719
-0.967139,-0.742595,3.719
-0.975393,-0.754975,3.781
-0.951659,-0.742595,3.719
-0.91397,-0.719033,3.601
-0.921076,-0.730615,3.659
-0.92844,-0.742595,3.719
-0.9207,-0.742595,3.719
-0.898231,-0.730615,3.659
-0.905221,-0.742595,3.719
-0.897481,-0.742595,3.719
-0.889741,-0.742595,3.719
-0.882001,-0.742595,3.719
-0.874261,-0.742595,3.719
-0.866522,-0.742595,3.719
-0.858782,-0.742595,3.719
-0.837312,-0.730615,3.659
-0.829697,-0.730615,3.659
-0.822082,-0.730615,3.659
-0.827823,-0.742595,3.719
-0.794062,-0.719033,3.601
-0.786568,-0.719033,3.601
-0.779074,-0.719033,3.601
-0.784007,-0.730615,3.659
-0.764085,-0.719033,3.601
-0.756591,-0.719033,3.601
-0.749097,-0.719033,3.601
-0.741603,-0.719033,3.601
-0.745933,-0.730615,3.659
-0.738318,-0.730615,3.659
-0.730703,-0.730615,3.659
-0.734945,-0.742595,3.719
-0.727205,-0.742595,3.719
-0.719465,-0.742595,3.719
-0.723591,-0.754975,3.781
-0.715722,-0.754975,3.781
-0.707853,-0.754975,3.781
-0.699984,-0.754975,3.781
-0.680766,-0.742595,3.719
-0.673026,-0.742595,3.719
-0.665287,-0.742595,3.719
-0.646938,-0.730615,3.659
-0.629189,-0.719033,3.601
-0.612027,-0.707852,3.545
-0.595268,-0.696869,3.49
-0.579075,-0.686287,3.437
-0.555116,-0.666119,3.336
-0.532563,-0.64715,3.241
-0.533443,-0.656535,3.288
-0.519073,-0.64715,3.241
-0.512328,-0.64715,3.241
-0.505583,-0.64715,3.241
-0.491758,-0.637965,3.195
-0.485108,-0.637965,3.195
-0.47187,-0.629179,3.151
-0.458962,-0.620593,3.108
-0.446379,-0.612207,3.066
-0.434115,-0.60402,3.025
-0.0919558,-0.16054,0.804
-0.0896088,-0.159341,0.798
-0.087948,-0.159341,0.798
-0.0862873,-0.159341,0.798
-0.0840963,-0.158343,0.793
-0.082134,-0.157744,0.79
-0.0796748,-0.156147,0.782
-0.0777479,-0.155548,0.779
-0.047136,-0.133184,0.667
-0.0454735,-0.132385,0.663
-0.0438277,-0.131587,0.659
-0.0421985,-0.130788,0.655
-0.0405236,-0.129789,0.65
-0.0389298,-0.128991,0.646
-0.0373527,-0.128192,0.642
-0.0358483,-0.127593,0.639
-0.0345184,-0.127593,0.639
-0.0328769,-0.126395,0.633
-0.03141,-0.125796,0.63
-0.0300989,-0.125796,0.63
-0.0286964,-0.125397,0.628
-0.0273022,-0.124997,0.626
-0.0259578,-0.124798,0.625
-0.0245782,-0.124398,0.623
-0.0232069,-0.123999,0.621
-0.0218086,-0.1234,0.618
-0.0205225,-0.1234,0.618
-0.957844,-0.331952,1.68
-0.961732,-0.334521,1.693
-0.972359,-0.33946,1.718
-1.00713,-0.352897,1.786
-1.00341,-0.352897,1.786
-1.00753,-0.355663,1.8
-1.00378,-0.355663,1.8
-1.00004,-0.355663,1.8
-1.02065,-0.364357,1.844
-1.41082,-0.509388,2.578
-1.40545,-0.509388,2.578
-1.40009,-0.509388,2.578
-1.39472,-0.509388,2.578
-1.4384,-0.527369,2.669
-1.4162,-0.521244,2.638
-1.41071,-0.521244,2.638
-1.42173,-0.527369,2.669
-1.41618,-0.527369,2.669
-1.39424,-0.521244,2.638
-1.37296,-0.515316,2.608
-1.3518,-0.509388,2.578
-1.34643,-0.509388,2.578
-1.35668,-0.515316,2.608
-1.36679,-0.521244,2.638
-0.342844,-0.157282,0.796
-0.342044,-0.157677,0.798
-0.340383,-0.157677,0.798
-0.337874,-0.157282,0.796
-0.337062,-0.157677,0.798
-0.336662,-0.15827,0.801
-0.334995,-0.15827,0.801
-0.33208,-0.157677,0.798
-0.329591,-0.157282,0.796
-0.327934,-0.157282,0.796
-0.326278,-0.157282,0.796
-0.325437,-0.157677,0.798
-0.324993,-0.15827,0.801
-0.323326,-0.15827,0.801
-0.322864,-0.158863,0.804
-1.55467,-0.772974,3.912
-1.54652,-0.772974,3.912
-1.53838,-0.772974,3.912
-1.64329,-0.830078,4.201
-1.60498,-0.815061,4.125
-1.59639,-0.815061,4.125
-1.58781,-0.815061,4.125
-1.60832,-0.830078,4.201
-1.63004,-0.845885,4.281
-1.65218,-0.862087,4.363
-1.6431,-0.862087,4.363
-1.66623,-0.87908,4.449
-1.69011,-0.896666,4.538
-1.71474,-0.914844,4.63
-1.67122,-0.896666,4.538
-1.66178,-0.896666,4.538
-1.65234,-0.896666,4.538
-1.78553,-0.974516,4.932
-1.60141,-0.87908,4.449
-1.59215,-0.87908,4.449
-1.61456,-0.896666,4.538
-1.74447,-0.974516,4.932
-1.60875,-0.914844,4.63
-1.56734,-0.896666,4.538
-1.58948,-0.914844,4.63
-1.61294,-0.93401,4.727
-1.63702,-0.953769,4.827
-1.59326,-0.93401,4.727
-1.58343,-0.93401,4.727
-1.60688,-0.953769,4.827
-1.59683,-0.953769,4.827
-1.55391,-0.93401,4.727
-1.54408,-0.93401,4.727
-1.5667,-0.953769,4.827
-1.49312,-0.914844,4.63
-1.5466,-0.953769,4.827
-1.39771,-0.87908,4.449
-1.50642,-0.953769,4.827
-1.49638,-0.953769,4.827
-1.45554,-0.93401,4.727
-1.36068,-0.87908,4.449
-1.43586,-0.93401,4.727
-1.39676,-0.914844,4.63
-1.38713,-0.914844,4.63
-1.35012,-0.896666,4.538
-1.34068,-0.896666,4.538
-1.33123,-0.896666,4.538
-1.32179,-0.896666,4.538
-1.26173,-0.862087,4.363
-1.25265,-0.862087,4.363
-1.24357,-0.862087,4.363
-1.25883,-0.87908,4.449
-1.15857,-0.815061,4.125
-1.14998,-0.815061,4.125
-1.1414,-0.815061,4.125
-1.13281,-0.815061,4.125
-1.06618,-0.772974,3.912
-1.03992,-0.759735,3.845
-1.03191,-0.759735,3.845
-1.02391,-0.759735,3.845
-0.999,-0.74709,3.781
-0.974879,-0.734839,3.719
-0.967139,-0.734839,3.719
-0.975393,-0.74709,3.781
-0.951659,-0.734839,3.719
-0.91397,-0.711523,3.601
-0.921076,-0.722983,3.659
-0.92844,-0.734839,3.719
-0.905846,-0.722983,3.659
-0.898231,-0.722983,3.659
-0.905221,-0.734839,3.719
-0.897481,-0.734839,3.719
-0.889741,-0.734839,3.719
-0.882001,-0.734839,3.719
-0.874261,-0.734839,3.719
-0.852542,-0.722983,3.659
-0.858782,-0.734839,3.719
-0.837312,-0.722983,3.659
-0.829697,-0.722983,3.659
-0.822082,-0.722983,3.659
-0.827823,-0.734839,3.719
-0.794062,-0.711523,3.601
-0.786568,-0.711523,3.601
-0.779074,-0.711523,3.601
-0.784007,-0.722983,3.659
-0.764085,-0.711523,3.601
-0.756591,-0.711523,3.601
-0.749097,-0.711523,3.601
-0.741603,-0.711523,3.601
-0.734109,-0.711523,3.601
-0.738318,-0.722983,3.659
-0.730703,-0.722983,3.659
-0.734945,-0.734839,3.719
-0.727205,-0.734839,3.719
-0.719465,-0.734839,3.719
-0.723591,-0.74709,3.781
-0.715722,-0.74709,3.781
-0.707853,-0.74709,3.781
-0.699984,-0.74709,3.781
-0.680766,-0.734839,3.719
-0.673026,-0.734839,3.719
-0.665287,-0.734839,3.719
-0.646938,-0.722983,3.659
-0.629189,-0.711523,3.601
-0.612027,-0.700458,3.545
-0.586228,-0.679118,3.437
-0.570483,-0.669041,3.386
-0.547129,-0.649677,3.288
-0.532563,-0.640391,3.241
-0.525818,-0.640391,3.241
-0.519073,-0.640391,3.241
-0.505056,-0.631301,3.195
-0.498407,-0.631301,3.195
-0.491758,-0.631301,3.195
-0.478428,-0.622608,3.151
-0.465431,-0.614111,3.108
-0.458962,-0.614111,3.108
-0.446379,-0.605812,3.066
-0.428374,-0.589808,2.985
-0.411272,-0.574593,2.908
-0.0844144,-0.157282,0.796
-0.0824459,-0.156689,0.793
-0.0799805,-0.155109,0.785
-0.0780474,-0.154516,0.782
-0.0472773,-0.132188,0.669
-0.0456107,-0.131398,0.665
-0.0439607,-0.130607,0.661
-0.0423274,-0.129817,0.657
-0.0406483,-0.128829,0.652
-0.0389298,-0.127643,0.646
-0.0372363,-0.126458,0.64
-0.0358483,-0.12626,0.639
-0.0344104,-0.125865,0.637
-0.032825,-0.124877,0.632
-0.03141,-0.124482,0.63
-0.0300033,-0.124087,0.628
-0.0286964,-0.124087,0.628
-0.0273022,-0.123692,0.626
-0.0259578,-0.123494,0.625
-0.0245782,-0.123099,0.623
-0.0231322,-0.122308,0.619
-0.0218086,-0.122111,0.618
-0.0205225,-0.122111,0.618
-0.957844,-0.328448,1.68
-0.961732,-0.33099,1.693
-0.972359,-0.335877,1.718
-1.00713,-0.349172,1.786
-1.00341,-0.349172,1.786
-1.00753,-0.351909,1.8
-1.00378,-0.351909,1.8
-1.00837,-0.354841,1.815
-1.41082,-0.504012,2.578
-1.40545,-0.504012,2.578
-1.41638,-0.509877,2.608
-1.39472,-0.504012,2.578
-1.42169,-0.515742,2.638
-1.4162,-0.515742,2.638
-1.41071,-0.515742,2.638
-1.42173,-0.521802,2.669
-1.41618,-0.521802,2.669
-1.37839,-0.509877,2.608
-1.35716,-0.504012,2.578
-1.3518,-0.504012,2.578
-1.34643,-0.504012,2.578
-1.35668,-0.509877,2.608
-1.38285,-0.521802,2.669
-0.345366,-0.156013,0.798
-0.343705,-0.156013,0.798
-0.342044,-0.156013,0.798
-0.340383,-0.156013,0.798
-0.338723,-0.156013,0.798
-0.337062,-0.156013,0.798
-0.336662,-0.156599,0.801
-0.33625,-0.157186,0.804
-0.333328,-0.156599,0.801
-0.330419,-0.156013,0.798
-0.327934,-0.155622,0.796
-0.327097,-0.156013,0.798
-0.32666,-0.156599,0.801
-0.32621,-0.157186,0.804
-0.324537,-0.157186,0.804
-0.324068,-0.157772,0.807
-1.60991,-0.79199,4.051
-1.57341,-0.778109,3.98
-1.56512,-0.778109,3.98
-1.67458,-0.836956,4.281
-1.63455,-0.821316,4.201
-1.6258,-0.821316,4.201
-1.58781,-0.806458,4.125
-1.63894,-0.836956,4.281
-1.66126,-0.852988,4.363
-1.65218,-0.852988,4.363
-1.67548,-0.869801,4.449
-1.66623,-0.869801,4.449
-1.72438,-0.905187,4.63
-1.75067,-0.924151,4.727
-1.70511,-0.905187,4.63
-1.66178,-0.887201,4.538
-1.68583,-0.905187,4.63
-1.63345,-0.887201,4.538
-1.624,-0.887201,4.538
-1.64729,-0.905187,4.63
-1.61838,-0.905187,4.63
-1.64245,-0.924151,4.727
-1.59911,-0.905187,4.63
-1.62278,-0.924151,4.727
-1.64706,-0.943702,4.827
-1.67263,-0.96423,4.932
-1.62697,-0.943702,4.827
-1.58343,-0.924151,4.727
-1.60688,-0.943702,4.827
-1.59683,-0.943702,4.827
-1.55391,-0.924151,4.727
-1.54408,-0.924151,4.727
-1.5667,-0.943702,4.827
-1.46345,-0.887201,4.538
-1.5466,-0.943702,4.827
-1.56998,-0.96423,4.932
-1.39771,-0.869801,4.449
-1.50642,-0.943702,4.827
-1.49638,-0.943702,4.827
-1.45554,-0.924151,4.727
-1.33437,-0.852988,4.363
-1.4064,-0.905187,4.63
-1.39676,-0.905187,4.63
-1.38713,-0.905187,4.63
-1.35012,-0.887201,4.538
-1.34068,-0.887201,4.538
-1.33123,-0.887201,4.538
-1.32179,-0.887201,4.538
-1.26173,-0.852988,4.363
-1.25265,-0.852988,4.363
-1.2202,-0.836956,4.281
-1.23449,-0.852988,4.363
-1.15857,-0.806458,4.125
-1.14998,-0.806458,4.125
-1.12092,-0.79199,4.051
-1.13281,-0.806458,4.125
-1.06618,-0.764815,3.912
-1.03992,-0.751716,3.845
-1.03191,-0.751716,3.845
-1.02391,-0.751716,3.845
-0.999,-0.739204,3.781
-0.974879,-0.727083,3.719
-0.967139,-0.727083,3.719
-0.975393,-0.739204,3.781
-0.951659,-0.727083,3.719
-0.899757,-0.693065,3.545
-0.921076,-0.715352,3.659
-0.92844,-0.727083,3.719
-0.905846,-0.715352,3.659
-0.898231,-0.715352,3.659
-0.905221,-0.727083,3.719
-0.897481,-0.727083,3.719
-0.889741,-0.727083,3.719
-0.882001,-0.727083,3.719
-0.874261,-0.727083,3.719
-0.852542,-0.715352,3.659
-0.858782,-0.727083,3.719
-0.837312,-0.715352,3.659
-0.829697,-0.715352,3.659
-0.822082,-0.715352,3.659
-0.841623,-0.739204,3.781
-0.806852,-0.715352,3.659
-0.799237,-0.715352,3.659
-0.791622,-0.715352,3.659
-0.796863,-0.727083,3.719
-0.776392,-0.715352,3.659
-0.756591,-0.704013,3.601
-0.749097,-0.704013,3.601
-0.753547,-0.715352,3.659
-0.745933,-0.715352,3.659
-0.738318,-0.715352,3.659
-0.730703,-0.715352,3.659
-0.734945,-0.727083,3.719
-0.727205,-0.727083,3.719
-0.719465,-0.727083,3.719
-0.723591,-0.739204,3.781
-0.715722,-0.739204,3.781
-0.707853,-0.739204,3.781
-0.699984,-0.739204,3.781
-0.692115,-0.739204,3.781
-0.684247,-0.739204,3.781
-0.665287,-0.727083,3.719
-0.646938,-0.715352,3.659
-0.629189,-0.704013,3.601
-0.612027,-0.693065,3.545
-0.586228,-0.67195,3.437
-0.570483,-0.661979,3.386
-0.547129,-0.64282,3.288
-0.532563,-0.633631,3.241
-0.525818,-0.633631,3.241
-0.511705,-0.624638,3.195
-0.505056,-0.624638,3.195
-0.498407,-0.624638,3.195
-0.491758,-0.624638,3.195
-0.478428,-0.616036,3.151
-0.465431,-0.607629,3.108
-0.458962,-0.607629,3.108
-0.446379,-0.599418,3.066
-0.428374,-0.583582,2.985
-0.416646,-0.575957,2.946
-0.0846265,-0.156013,0.798
-0.0827578,-0.155622,0.796
-0.0801842,-0.153862,0.787
-0.0780474,-0.152885,0.782
-0.0472773,-0.130793,0.669
-0.0456107,-0.130011,0.665
-0.0439607,-0.129229,0.661
-0.0424562,-0.128838,0.659
-0.0407107,-0.127665,0.653
-0.0390504,-0.126687,0.648
-0.0373527,-0.125514,0.642
-0.0358483,-0.124928,0.639
-0.0344104,-0.124537,0.637
-0.032825,-0.123559,0.632
-0.03141,-0.123168,0.63
-0.0300989,-0.123168,0.63
-0.0286964,-0.122777,0.628
-0.0273022,-0.122386,0.626
-0.0259578,-0.122191,0.625
-0.0245782,-0.1218,0.623
-0.0231322,-0.121018,0.619
-0.0218086,-0.120822,0.618
-0.0204561,-0.120431,0.616
-0.957844,-0.324944,1.68
-0.954348,-0.324944,1.68
-0.965567,-0.329973,1.706
-1.01502,-0.348155,1.8
-1.01128,-0.348155,1.8
-1.01593,-0.351056,1.815
-1.01996,-0.353764,1.829
-1.41082,-0.498635,2.578
-1.40545,-0.498635,2.578
-1.40009,-0.498635,2.578
-1.39472,-0.498635,2.578
-1.42169,-0.51024,2.638
-1.4001,-0.504437,2.608
-1.39467,-0.504437,2.608
-1.40522,-0.51024,2.638
-1.39973,-0.51024,2.638
-1.36253,-0.498635,2.578
-1.35716,-0.498635,2.578
-1.3518,-0.498635,2.578
-1.34643,-0.498635,2.578
-1.34107,-0.498635,2.578
-0.346289,-0.155509,0.804
-0.344616,-0.155509,0.804
-0.342943,-0.155509,0.804
-0.339996,-0.154929,0.801
-0.339596,-0.155509,0.804
-0.337923,-0.155509,0.804
-0.33625,-0.155509,0.804
-0.333328,-0.154929,0.801
-0.330419,-0.154349,0.798
-0.328758,-0.154349,0.798
-0.327097,-0.154349,0.798
-0.32666,-0.154929,0.801
-0.32621,-0.155509,0.804
-0.324537,-0.155509,0.804
-0.322864,-0.155509,0.804
-1.66952,-0.812554,4.201
-1.63073,-0.797854,4.125
-1.59304,-0.783541,4.051
-1.70666,-0.843888,4.363
-1.66567,-0.828028,4.281
-1.6258,-0.812554,4.201
-1.61706,-0.812554,4.201
-1.67034,-0.843888,4.363
-1.694,-0.860522,4.449
-1.68474,-0.860522,4.449
-1.67548,-0.860522,4.449
-1.69956,-0.877737,4.538
-1.72438,-0.895531,4.63
-1.75067,-0.914293,4.727
-1.70511,-0.895531,4.63
-1.69547,-0.895531,4.63
-1.68583,-0.895531,4.63
-1.63345,-0.877737,4.538
-1.624,-0.877737,4.538
-1.6818,-0.914293,4.727
-1.65229,-0.914293,4.727
-1.6772,-0.933635,4.827
-1.63261,-0.914293,4.727
-1.62278,-0.914293,4.727
-1.64706,-0.933635,4.827
-1.67263,-0.953944,4.932
-1.62697,-0.933635,4.827
-1.61692,-0.933635,4.827
-1.60688,-0.933635,4.827
-1.59683,-0.933635,4.827
-1.55391,-0.914293,4.727
-1.54408,-0.914293,4.727
-1.5667,-0.933635,4.827
-1.46345,-0.877737,4.538
-1.5466,-0.933635,4.827
-1.56998,-0.953944,4.932
-1.55972,-0.953944,4.932
-1.3707,-0.843888,4.363
-1.50642,-0.933635,4.827
-1.49638,-0.933635,4.827
-1.45554,-0.914293,4.727
-1.33437,-0.843888,4.363
-1.4064,-0.895531,4.63
-1.39676,-0.895531,4.63
-1.38713,-0.895531,4.63
-1.32364,-0.860522,4.449
-1.34068,-0.877737,4.538
-1.30512,-0.860522,4.449
-1.29586,-0.860522,4.449
-1.26173,-0.843888,4.363
-1.22911,-0.828028,4.281
-1.2202,-0.828028,4.281
-1.23449,-0.843888,4.363
-1.15857,-0.797854,4.125
